Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
"CHRISTIE, RICHARD",NA,NA,NA,NA,NA
"SPENCER, KRISTIE",NA,NA,NA,NA,NA
"JOSLYN, SUSAN",878,19,15,25,20
"RIOS, JOSE",NA,NA,NA,NA,NA
"BETRUS, PATRICIA",NA,NA,NA,NA,NA
"DABIRI, DANA",NA,NA,NA,NA,NA
"KIER, ELIZABETH",1474,9,7,9,6
"WATTS, RICHARD",NA,NA,NA,NA,NA
"CALVI, PAOLO",93,5,5,2,2
"LEE, HYUN",138,7,7,5,4
"STEWART, JOHN",13665,56,38,182,153
"SWARR, AMANDA",NA,NA,NA,NA,NA
"CURRAN, SARA",2651,22,16,31,21
"TUTHILL, JOHN",261,7,7,7,6
"CLARK, SAMUEL",NA,NA,NA,NA,NA
"KIM, YONG-WOO",749,16,12,24,16
"REUSCH, JOHANN",NA,NA,NA,NA,NA
"DODD, MICHAEL",1722,13,13,15,15
"BORYS, ANN",NA,NA,NA,NA,NA
"PAMPIN, JUAN",NA,NA,NA,NA,NA
"KOVER, SARA",959,14,14,19,19
"STROMBERG, CAROLINE",2821,20,20,29,28
"WRIGHT, CASSANDRA",NA,NA,NA,NA,NA
"HOLT, BRADLEY",NA,NA,NA,NA,NA
"FRACE, JEFFREY",NA,NA,NA,NA,NA
"KIM, HYUNG",3236,19,19,24,23
"PACHECO DE RESENDE, FERNAN",NA,NA,NA,NA,NA
"STROUP, SARAH",NA,NA,NA,NA,NA
"MESCHER, ANN",NA,NA,NA,NA,NA
"RADNITZ, SCOTT",688,11,8,13,8
"CHUNG, JAEHYUN",1633,21,16,37,27
"LIN, KEN-YU",418,10,9,12,9
"HUMPHRIES, THOMAS",117,6,5,5,4
"MIGLIACCIO, GIOVANNI",666,11,10,13,11
"DUDLEY, SHANNON",NA,NA,NA,NA,NA
"LIU, JONATHAN",1746,22,22,36,32
"WILSON, GREGORY",1611,19,16,31,27
"DANA, KARAM",43,2,2,1,1
"MCCORMICK, TYLER",777,13,13,18,16
"PEARCE, KATY",796,11,11,13,11
"GRIFFITH, JOHN",NA,NA,NA,NA,NA
"BROCK, PHILIP",NA,NA,NA,NA,NA
"COTE, CHARLOTTE",NA,NA,NA,NA,NA
"GONZALEZ, SARA",NA,NA,NA,NA,NA
"SCHINDLER, HOLLY",NA,NA,NA,NA,NA
"WARD, TERESA",650,16,13,17,15
"LEWIS, KATHERINE",130,6,6,4,3
"FYALL, RACHEL",37,4,4,2,2
"KELLY, RYAN",1419,19,18,22,22
"MARTIN, MINDA",NA,NA,NA,NA,NA
"CHINN, DONALD",NA,NA,NA,NA,NA
"GONZALEZ, CARMEN",184,8,8,5,4
"MILLION, DIAN",NA,NA,NA,NA,NA
"QUINN, SARAH",NA,NA,NA,NA,NA
"WILLIAMS, CHARLES",191,4,4,4,4
"WANG, HAICHENG",NA,NA,NA,NA,NA
"REID, JOSHUA",NA,NA,NA,NA,NA
"LANG, SABINE",NA,NA,NA,NA,NA
"EVANS-AGNEW, ROBIN",91,4,4,2,2
"PARKER, CHRISTOPHER",NA,NA,NA,NA,NA
"EVANS, LAURA",NA,NA,NA,NA,NA
"SANDERS, ELIZABETH",1352,19,18,24,23
"BOUTAIN, DORIS",NA,NA,NA,NA,NA
"CHOI, SEUNGKEUN",NA,NA,NA,NA,NA
"FINKE, JOHN",593,15,10,17,10
"HARACHI, TRACY",NA,NA,NA,NA,NA
"DEMASKE, CHRIS",NA,NA,NA,NA,NA
"FEARN-BANKS, KATHLEEN",NA,NA,NA,NA,NA
"SIERSCHYNSKI, JAREK",NA,NA,NA,NA,NA
"CUMMINGS, KATHERINE",NA,NA,NA,NA,NA
"ROBERTSON, IAIN",NA,NA,NA,NA,NA
"CHRISTIANSON, KNUT",728,16,16,22,22
"DHAVAN, PURNIMA",NA,NA,NA,NA,NA
"HUDSON, ROXANNE",2062,18,16,22,19
"GARDNER, BETH",2272,28,24,42,39
"CHANG, CYNTHIA",121,5,5,4,3
"PRICE, REBECCA",347,9,9,9,8
"JAIN, SHALINI",NA,NA,NA,NA,NA
"IGNACIO, EMILY",NA,NA,NA,NA,NA
"CLINE, ERICA",328,8,7,8,5
"WANG, EDITH",NA,NA,NA,NA,NA
"NATH, ABHINAV",NA,NA,NA,NA,NA
"RIBES, DAVID",1710,18,15,24,21
"BORN, BRANDEN",NA,NA,NA,NA,NA
"NEUMANN, REBECCA",728,8,8,8,7
"ALDRIDGE, EDITH",NA,NA,NA,NA,NA
"GOULD, ANNABELLE",NA,NA,NA,NA,NA
"RAI, CANDICE",NA,NA,NA,NA,NA
"MENALDO, VICTOR",1214,11,10,11,10
"MARSHALL, GILLIAN",NA,NA,NA,NA,NA
"THURTLE, PHILLIP",NA,NA,NA,NA,NA
"HOFFMAN, DANIEL",NA,NA,NA,NA,NA
"MCLAUGHLIN, KATIE",13296,62,60,129,126
"ELKHAFAIFI, HUSSEIN",NA,NA,NA,NA,NA
"BHOWMIK, DAVINDER",NA,NA,NA,NA,NA
"COHEN, JEFFREY",3720,23,17,48,26
"MANN, CASEY",NA,NA,NA,NA,NA
"GOERING, SARA",NA,NA,NA,NA,NA
"WIECZOREK, MAREK",NA,NA,NA,NA,NA
"BROWN, JONATHON",19629,48,32,65,53
"RETMAN, SONNET",NA,NA,NA,NA,NA
"FORMAN, MICHAEL",NA,NA,NA,NA,NA
"SOMMERVILLE, JESSICA",4455,24,20,34,28
"LINDHORST, TARYN",1406,21,17,33,24
"MONTGOMERY, MICHELLE",NA,NA,NA,NA,NA
"BRANDL, KLAUS",NA,NA,NA,NA,NA
"KALE, SUNILA",NA,NA,NA,NA,NA
"REDDY, CHANDAN",NA,NA,NA,NA,NA
"GUPTA, SUBHADEEP",NA,NA,NA,NA,NA
"WALSH, CAMILLE",NA,NA,NA,NA,NA
"NARAYANAN, HARIHARAN",414,10,9,11,9
"ANDERSON, PETER",NA,NA,NA,NA,NA
"MEYERS, STEPHEN",NA,NA,NA,NA,NA
"MICHAEL, FORREST",3272,24,19,29,25
"WOLF YADLIN, ALEJANDRO",2098,16,14,16,15
"OGIHARA, TOSHIYUKI",1633,15,10,18,10
"BURT, CALLIE",1513,15,14,18,18
"IAROCCI, LOUISA",NA,NA,NA,NA,NA
"MUMMALANENI, NARASIMHA",NA,NA,NA,NA,NA
"WADE, CHRISTOPHER",577,12,10,12,11
"WALKER, JOEL",NA,NA,NA,NA,NA
"DE COCK, MARTINE",3712,34,24,96,57
"XU, LIBIN",1411,18,18,25,24
"ALMGREN, GUNNAR",NA,NA,NA,NA,NA
"BRINES, JULIE",NA,NA,NA,NA,NA
"HOLMAN, DARRYL",NA,NA,NA,NA,NA
"CHEUNG, ALVIN",NA,NA,NA,NA,NA
"FLORES, JERRY",NA,NA,NA,NA,NA
"PENA, ROBERT",NA,NA,NA,NA,NA
"DEVINATZ, ETHAN",NA,NA,NA,NA,NA
"LEVOW, GINA-ANNE",NA,NA,NA,NA,NA
"HAREWOOD, SUSAN",NA,NA,NA,NA,NA
"MOORE, COLETTE",NA,NA,NA,NA,NA
"ENSIGN, B",NA,NA,NA,NA,NA
"SHARKEY, EMMETT",NA,NA,NA,NA,NA
"SISNEROS, JOSEPH",1646,24,19,32,31
"CHARUSHEELA, S",NA,NA,NA,NA,NA
"JANES, JOSEPH",NA,NA,NA,NA,NA
"GROVER, HIMANSHU",1619,16,15,18,16
"PENDRAS, JEROME",NA,NA,NA,NA,NA
"YERENA, ANAID",34,2,2,1,1
"KOONTZ, TOMAS",3478,32,27,41,40
"LI, MIN",NA,NA,NA,NA,NA
"STONE, ANDREA",NA,NA,NA,NA,NA
"DANIELL, WILLIAM",NA,NA,NA,NA,NA
"KENWORTHY, NORA",82,6,6,4,3
"KNIGHT, JEFFREY",NA,NA,NA,NA,NA
"MADZIMA, THELMA",NA,NA,NA,NA,NA
"DUVALL, ALISON",964,10,9,10,9
"GORMAN-LEWIS, DREW",NA,NA,NA,NA,NA
"LEUNG, SIU-TANG",NA,NA,NA,NA,NA
"REPACHOLI, BETTY",3272,18,15,19,17
"BRUSH, LUCIEN",NA,NA,NA,NA,NA
"HABELL-PALLAN, MICHELLE",NA,NA,NA,NA,NA
"LLOBERA, MARCOS",1327,13,12,16,13
"OH, SOOJIN",NA,NA,NA,NA,NA
"SMIDCHENS, GUNTIS",NA,NA,NA,NA,NA
"WILLIAMS, NATHALIE",NA,NA,NA,NA,NA
"ZIRPEL, MARK",NA,NA,NA,NA,NA
"KIM, EUNJUNG",NA,NA,NA,NA,NA
"FRIEDMAN, KATHIE",NA,NA,NA,NA,NA
"LABITZKE, CURT",NA,NA,NA,NA,NA
"LINGO, STUART",NA,NA,NA,NA,NA
"MAGELSSEN, SCOTT",348,10,8,10,7
"FLAHERTY, BRIAN",2494,23,15,27,18
"NITTA, KEITH",NA,NA,NA,NA,NA
"PORTER, ELIZABETH",NA,NA,NA,NA,NA
"STREDWICK, KRISTINA",NA,NA,NA,NA,NA
"BURSTEIN, JESSICA",NA,NA,NA,NA,NA
"PAGE, STEPHEN",753,11,9,11,9
"RODRIGUEZ SILVA, ILEANA",NA,NA,NA,NA,NA
"WEST, CAROLYN",3098,24,20,34,28
"COMPSON, JANE",133,4,3,2,2
"YOCOM, KENNETH",NA,NA,NA,NA,NA
"KAYAOGLU, TURAN",317,8,7,6,4
"JOLLY, NATALIE",NA,NA,NA,NA,NA
"UGUR, ETGA",NA,NA,NA,NA,NA
"HARKINS, GILLIAN",NA,NA,NA,NA,NA
"KENNEDY, MAUREEN",517,14,12,17,15
"RUMPH, STEPHEN",NA,NA,NA,NA,NA
"SMITH, MAYA",13,2,2,0,0
"WEINBAUM, ALYS",NA,NA,NA,NA,NA
"BEAN, JENNIFER",NA,NA,NA,NA,NA
"MCKINLEY, NITA",3033,18,15,19,17
"GARDNER, BENJAMIN",NA,NA,NA,NA,NA
"GOLD, WARREN",NA,NA,NA,NA,NA
"BOSMA, MARTHA",NA,NA,NA,NA,NA
"KIELBOWICZ, RICHARD",NA,NA,NA,NA,NA
"LEE, JIN",1007,17,15,24,21
"JOHNSON, JULIE",NA,NA,NA,NA,NA
"SIMPSON, CAROLINE",NA,NA,NA,NA,NA
"WOLFF, HENDRIK",NA,NA,NA,NA,NA
"YBARRA, MEGAN",137,7,7,5,3
"FITZHUGH, J",NA,NA,NA,NA,NA
"CARDENAS, MICHA",NA,NA,NA,NA,NA
"BARAJAS, FILIBERTO",NA,NA,NA,NA,NA
"HAERLING, KATIE",NA,NA,NA,NA,NA
"THEBERGE, ASHLEIGH",1298,13,11,15,13
"ELMORE, SHAWN",NA,NA,NA,NA,NA
"AILION, MICHAEL",2406,22,19,27,23
"WELLER, CASS",NA,NA,NA,NA,NA
"JEGATHEESAN, BRINDA",NA,NA,NA,NA,NA
"BAIRD, KATIE",NA,NA,NA,NA,NA
"HAROLD, CHRISTINE",NA,NA,NA,NA,NA
"CORSER, ROBERT",NA,NA,NA,NA,NA
"HANNEMAN, MARY",NA,NA,NA,NA,NA
"SUNARDI, CHRISTINA",NA,NA,NA,NA,NA
"DE VERITCH WOODSIDE, VANES",NA,NA,NA,NA,NA
"ROSS, LUANA",NA,NA,NA,NA,NA
"KAISER, CHERYL",3624,29,24,40,37
"ALANIZ, JOSE",NA,NA,NA,NA,NA
"DUMITRIU, IOANA",1224,17,12,20,17
"GOLDBERG, MICHAEL",NA,NA,NA,NA,NA
"TWINAM, TATE",28,3,3,1,1
"WARREN, ADAM",NA,NA,NA,NA,NA
"INANICI, MEHLIKA",771,14,11,16,14
"MERCER, LEIGH",NA,NA,NA,NA,NA
"OLSON, CLARK",3626,29,13,48,20
"BOYDSTON, ANDREW",2855,29,24,42,39
"HERSHBERG, RACHEL",NA,NA,NA,NA,NA
"MOSCA, MATTHEW",93,4,4,3,2
"WASSINK, ALICIA",605,13,12,14,12
"HODGE, HUCK",NA,NA,NA,NA,NA
"HUNTINGTON, KATHARINE",1485,20,19,27,27
"LOPEZ, SANTIAGO",NA,NA,NA,NA,NA
"LICHTY, LAUREN",NA,NA,NA,NA,NA
"HANDEL, ZEV",140,6,5,3,1
"KULA, MICHAEL",NA,NA,NA,NA,NA
"MOHLER, RICHARD",NA,NA,NA,NA,NA
"SILVA, JANELLE",NA,NA,NA,NA,NA
"MASIELLO, DAVID",1913,18,17,24,22
"FEUERBORN, LAURA",NA,NA,NA,NA,NA
"HEVLY, BRUCE",NA,NA,NA,NA,NA
"EZEONWU, MABEL",NA,NA,NA,NA,NA
"KRABILL, RONALD",NA,NA,NA,NA,NA
"POWERS, MATTHEW",562,10,10,11,11
"ROCAP, GABRIELLE",5146,25,23,33,31
"HUBER, NICOLE",NA,NA,NA,NA,NA
"GILBERT, DONALD",NA,NA,NA,NA,NA
"HAMM, JOHN",NA,NA,NA,NA,NA
"PEVTSOVA, JULIA",NA,NA,NA,NA,NA
"MARSHALL, COLIN",65,4,4,3,3
"ALCAIDE RAMIREZ, DOLORES",NA,NA,NA,NA,NA
"GROENING, STEPHEN",NA,NA,NA,NA,NA
"ROBINSON, CABEIRI",NA,NA,NA,NA,NA
"AGUIRRE, JULIA",NA,NA,NA,NA,NA
"O'MARA, MARGARET",NA,NA,NA,NA,NA
"TAJIMA, EMIKO",NA,NA,NA,NA,NA
"FAIRHALL, ADRIENNE",3293,26,20,36,29
"DABACH, DAFNEY",147,8,7,7,6
"VU, CUONG",NA,NA,NA,NA,NA
"WYERS, GISELLE",NA,NA,NA,NA,NA
"BERGMANN, LUKE",243,9,9,9,8
"MACKENZIE, LOUISA",NA,NA,NA,NA,NA
"JOHNSON, BRIAN",375,9,4,9,3
"SHUGAR, DANIEL",458,12,11,13,12
"CALLAHAN, MARY",NA,NA,NA,NA,NA
"AHUVIA, MIKA",NA,NA,NA,NA,NA
"ASBURY, CHARLES",NA,NA,NA,NA,NA
"MCLOUD-MANN, JENNIFER",NA,NA,NA,NA,NA
"DOWLING, SARAH",NA,NA,NA,NA,NA
"NEMATI, KAMRAN",889,14,9,15,9
"BUFFALO, ELIZABETH",3424,26,20,31,26
"JACKSON, KARA",NA,NA,NA,NA,NA
"ANDERSON, ALEX",NA,NA,NA,NA,NA
"CASEY, ERIN",963,16,14,20,16
"GAMBOA, ERASMO",NA,NA,NA,NA,NA
"MCMAINS, JULIET",NA,NA,NA,NA,NA
"MILLER, DANICA",NA,NA,NA,NA,NA
"SBRAGIA, ALBERT",NA,NA,NA,NA,NA
"BILANIUK, LAADA",643,9,7,8,6
"GIEBEL, CHRISTOPH",NA,NA,NA,NA,NA
"SALAS, ELIZABETH",NA,NA,NA,NA,NA
"ARMS, JUDITH",NA,NA,NA,NA,NA
"JECK, DOUGLAS",NA,NA,NA,NA,NA
"MAYO-WILSON, CONOR",94,6,5,4,2
"NISHIME, LEILANI",NA,NA,NA,NA,NA
"WERK, JESSICA",NA,NA,NA,NA,NA
"SWAINE, MICHAEL",NA,NA,NA,NA,NA
"AHN, JI-HYUN",122,6,5,4,3
"PARRISH, JAY",NA,NA,NA,NA,NA
"BAKER, MARGARET",NA,NA,NA,NA,NA
"COUPE, JAMES",NA,NA,NA,NA,NA
"EVANS, BETSY",710,15,11,21,13
"LAPORTE, CHARLES",NA,NA,NA,NA,NA
"LEVANIOUK, OLGA",NA,NA,NA,NA,NA
"THOMPSON, JESSICA",1650,17,13,24,20
"TROUT, DEBORAH",NA,NA,NA,NA,NA
"HALL, CRYSTAL",1387,7,7,7,7
"TAYLOR, JESSE",NA,NA,NA,NA,NA
"WACKER, DOUGLAS",NA,NA,NA,NA,NA
"AHN, SANG-GYEUN",NA,NA,NA,NA,NA
"FERNANDEZ DOBAO, ANA",481,11,9,11,9
"MERLINO, KATHRYN",NA,NA,NA,NA,NA
"DINGLASAN-PANLILIO, MARY",NA,NA,NA,NA,NA
"SELKIN, PETER",NA,NA,NA,NA,NA
"WELLAND, SASHA",NA,NA,NA,NA,NA
"ABRAMSON, DANIEL",NA,NA,NA,NA,NA
"MAHADEVAN, SUDHIR",NA,NA,NA,NA,NA
"TRIPLETT, PIMONE",NA,NA,NA,NA,NA
"TURNOVSKY, GEOFFREY",NA,NA,NA,NA,NA
"WARREN, JONATHAN",NA,NA,NA,NA,NA
"MOBUS, GEORGE",NA,NA,NA,NA,NA
"CAMPBELL, ELENA",NA,NA,NA,NA,NA
"ATKINS, PAUL",33,3,3,2,0
"KUCHER, MICHAEL",NA,NA,NA,NA,NA
"LEE, HYOUNG",14,3,2,0,0
"WHITTINGTON, JANICE",NA,NA,NA,NA,NA
"BOERS, GEOFFREY",NA,NA,NA,NA,NA
"GERMANY, JASON",NA,NA,NA,NA,NA
"KAMEN, DEBORAH",NA,NA,NA,NA,NA
"RICKER, BRITTA",NA,NA,NA,NA,NA
"OCHOA CAMACHO, ARIANA",25,2,2,1,0
"THATCHER, JAMES",NA,NA,NA,NA,NA
"COON, DAVID",NA,NA,NA,NA,NA
"MAHMOOD, HAMZA",NA,NA,NA,NA,NA
"HAMPSON, SARAH",2,1,1,0,0
"HARPER, THOMAS",NA,NA,NA,NA,NA
"OHTA, AMY",3182,15,11,15,12
"HAUSER, LORENZ",4150,31,20,65,45
"WEST, JAMES",5460,33,19,74,33
"KIM, KENDRA",NA,NA,NA,NA,NA
"MOTHA, MARY",NA,NA,NA,NA,NA
"SHOJAIE, ALI",NA,NA,NA,NA,NA
"HENRY, BARBARA",NA,NA,NA,NA,NA
"JAMISON, AARON",NA,NA,NA,NA,NA
"KNUTH, RICHARD",NA,NA,NA,NA,NA
"PINEDO-TURNOVSKY, CAROLYN",NA,NA,NA,NA,NA
"BERNEY, RACHEL",99,4,4,3,3
"HAUTALA, SUSAN",1295,20,13,24,15
"SOCHA, DAVID",786,13,7,16,5
"CHALANA, MANISH",NA,NA,NA,NA,NA
"GOVINDRAJAN, RADHIKA",NA,NA,NA,NA,NA
"LITFIN, KAREN",2180,16,14,21,15
"ADAMS, LUTHER",NA,NA,NA,NA,NA
"ANDERSON, CHRISTIAN",NA,NA,NA,NA,NA
"BERGER, DANIEL",343,8,7,7,7
"CRANE, JOHANNA",613,9,8,9,7
"BUTWIN, JOSEPH",NA,NA,NA,NA,NA
"GROVES, JASON",NA,NA,NA,NA,NA
"HIRSCH, EDWARD",NA,NA,NA,NA,NA
"NAIDUS, BEVERLY",NA,NA,NA,NA,NA
"KHULLAR, SONAL",NA,NA,NA,NA,NA
"BERG, MARTIN",NA,NA,NA,NA,NA
"MEICHES, BENJAMIN",NA,NA,NA,NA,NA
"MANZO, LYNNE",NA,NA,NA,NA,NA
"WIGGINS, PAUL",3625,25,22,32,31
"CHO, HEEKYOUNG",NA,NA,NA,NA,NA
"FARWELL, NANCY",NA,NA,NA,NA,NA
"HEBARD, HEATHER",NA,NA,NA,NA,NA
"ROTTLE, NANCY",NA,NA,NA,NA,NA
"ROSE, EMMA",202,7,6,5,3
"TOPPER, KATHRYN",96,5,5,3,3
"DUBROW, JENNIFER",NA,NA,NA,NA,NA
"FOURIE, CARINA",NA,NA,NA,NA,NA
"BERLINER, LAUREN",NA,NA,NA,NA,NA
"BORSUK, AMARANTH",22,2,2,1,1
"COLLINS, CHARLES",NA,NA,NA,NA,NA
"PADILLA, AMPARO",NA,NA,NA,NA,NA
"TOFT, AMOSHAUN",NA,NA,NA,NA,NA
"BAE, CHRISTINE",NA,NA,NA,NA,NA
"MCNEEL, AMIE",NA,NA,NA,NA,NA
"MIYAMOTO, JOHN",NA,NA,NA,NA,NA
"NEFF, GINA",NA,NA,NA,NA,NA
"O'NEIL, MARY",NA,NA,NA,NA,NA
"GRANT, JENNA",NA,NA,NA,NA,NA
"SHOJAIE, ALI",NA,NA,NA,NA,NA
"BRUCH, ELIZABETH",NA,NA,NA,NA,NA
"DRPIC, IVAN",NA,NA,NA,NA,NA
"ROSE, ELAINA",2274,15,12,17,14
"JESTY, JUSTIN",NA,NA,NA,NA,NA
"WIRSING, AARON",4462,33,26,52,44
"ZAGHENI, EMILIO",729,13,13,17,17
"BET-SHLIMON, ARBELLA",21,3,3,1,0
"WIGGINS, ELLWOOD",NA,NA,NA,NA,NA
"MCGUIRE, WILLIAM",114,4,4,4,4
"CHU, JIUN-HAW",11419,46,38,77,71
"WANG, PING",NA,NA,NA,NA,NA
"MADFIS, ERIC",313,9,9,9,9
"BIERMANN, CHRISTINE",166,4,4,3,3
"SANDHU, PRITI",NA,NA,NA,NA,NA
"ARDUINI, BEATRICE",NA,NA,NA,NA,NA
"CRAM, SHANNON",NA,NA,NA,NA,NA
"CARTER, MICHELLE",NA,NA,NA,NA,NA
"PROKSCH, GUNDULA",NA,NA,NA,NA,NA
"MIHAYLOVA, STEFKA",NA,NA,NA,NA,NA
"SPRAGUE, TYLER",NA,NA,NA,NA,NA
"TOEWS, BARBARA",NA,NA,NA,NA,NA
"HILL, BENJAMIN",891,15,14,21,16
"ALAVI, SAMAD",NA,NA,NA,NA,NA
"GOLDEN, ELIZABETH",NA,NA,NA,NA,NA
"SHIELDS, JULIET",NA,NA,NA,NA,NA
"PITTMAN, LASHAWNDA",NA,NA,NA,NA,NA
"DI STEFANO, CHRISTINE",NA,NA,NA,NA,NA
"PARKER, SAMUEL",NA,NA,NA,NA,NA
"EATON, JULIA",NA,NA,NA,NA,NA
"ROUNTHWAITE, VANESSA",NA,NA,NA,NA,NA
"BOU AYASH, NANCY",NA,NA,NA,NA,NA
"CHAMBERLAIN, EDWARD",NA,NA,NA,NA,NA
"LALIC, GOJKO",1591,21,17,29,21
"LEVIN-RICHARDSON, SARAH",NA,NA,NA,NA,NA
"LEWIS, JORDAN",NA,NA,NA,NA,NA
"DOTY, SHARON",NA,NA,NA,NA,NA
"HAN, FANG",1547,16,14,19,19
"GUNN, OLIVIA",NA,NA,NA,NA,NA
"WALKER, INGRID",28,2,2,1,1
"BESSNER, DANIEL",NA,NA,NA,NA,NA
"HARRIS, MARIAN",NA,NA,NA,NA,NA
"ONG, SHAO-EN",18034,37,31,45,41
"MCCORMICK, BRUCE",NA,NA,NA,NA,NA
"SELOVER, STEPHANIE",3,1,1,0,0
"WOODROW, KIM",NA,NA,NA,NA,NA
"FROGNER, BIANCA",1163,14,11,15,13
"HINTZ, ALLISON",NA,NA,NA,NA,NA
"HUPPERT, ANN",NA,NA,NA,NA,NA
"MATTHEWS, KRISTINE",NA,NA,NA,NA,NA
"ZWEIFEL, LARRY",2762,22,22,28,28
"PHILLIPS, PAUL",9464,50,42,73,70
"SETO, EDMUND",NA,NA,NA,NA,NA
"CARLSON, JOSHUA",NA,NA,NA,NA,NA
"ARNOLD, JEFFREY",NA,NA,NA,NA,NA
"OSWAL, SUSHIL",NA,NA,NA,NA,NA
"LUTZ, BARRY",NA,NA,NA,NA,NA
"HIEBERT, THEODOR",NA,NA,NA,NA,NA
"MILUTIS, JOSEPH",NA,NA,NA,NA,NA
"ONG, SHAO-EN",18034,37,31,45,41
"WOODROW, KIM",NA,NA,NA,NA,NA
"CRIDER, JULIET",604,10,9,10,8
"KOHLER, PAMELA",NA,NA,NA,NA,NA
"NAAR, DEVIN",NA,NA,NA,NA,NA
"BASU ROY, SENJUTI",NA,NA,NA,NA,NA
"ZWEIFEL, LARRY",2762,22,22,28,28
"COHAN, PETER",NA,NA,NA,NA,NA
"DELCOURT, DENYSE",NA,NA,NA,NA,NA
"HEERWAGEN, DEAN",NA,NA,NA,NA,NA
"BLOCK, RICHARD",NA,NA,NA,NA,NA
"NAM, HWASOOK",NA,NA,NA,NA,NA
"BAIR, WYETH",NA,NA,NA,NA,NA
"BITTER, CHRISTOPHER",NA,NA,NA,NA,NA
"GARNER, MICHELLE",2114,9,7,8,7
"HOLLMANN, ALEXANDER",NA,NA,NA,NA,NA
"RATLIFF, LILLIAN",NA,NA,NA,NA,NA
"SMITH, JASON",1091,17,14,19,16
"CARGILL, KIMA",76,4,3,3,2
"SPENCER, BENJAMIN",NA,NA,NA,NA,NA
"LUTZ, BARRY",NA,NA,NA,NA,NA
"WESSELLS, ANNE",NA,NA,NA,NA,NA
"DHAKA, AJAY",NA,NA,NA,NA,NA
"CARLSON, JOSHUA",NA,NA,NA,NA,NA
"CHAN, LINGTAK-NEANDER",NA,NA,NA,NA,NA
"KOCHIN, LEVIS",NA,NA,NA,NA,NA
"KUCUKYAVUZ, SIMGE",627,15,13,19,15
"LAUMANN, CHRISTOPHER",NA,NA,NA,NA,NA
"WALLACE, SOPHIA",141,8,8,7,7
"BAIR, WYETH",NA,NA,NA,NA,NA
"LONG, JAMES",653,10,10,10,10
"STOKES, DAVID",983,16,12,17,14
"IBRAHIM, HABIBA",NA,NA,NA,NA,NA
"DHAKA, AJAY",NA,NA,NA,NA,NA
"ROBINS, LORI",NA,NA,NA,NA,NA
"GAYLARD, SUSAN",NA,NA,NA,NA,NA
"WATRAS, M",NA,NA,NA,NA,NA
"WALLACE, GEOFFREY",182,7,6,5,4
"THORPE, REBECCA",NA,NA,NA,NA,NA
"LINGO, ESTELLE",NA,NA,NA,NA,NA
"NOMURA, GAIL",NA,NA,NA,NA,NA
"SULLIVAN, JESSICA",NA,NA,NA,NA,NA
"ACKERMAN, ALISSA",NA,NA,NA,NA,NA
"ROSS, STEPHEN",2706,16,10,18,10
"WANG, WANG",44924,84,59,909,683
"SONENBERG, MAYA",NA,NA,NA,NA,NA
"BUCHANAN, DIANA",NA,NA,NA,NA,NA
"PORTER, ELIZABETH",NA,NA,NA,NA,NA
"NASCIMENTO, AMOS",NA,NA,NA,NA,NA
"WANG, WANG",44924,84,59,909,683
"CHAZARO, ANGELICA",NA,NA,NA,NA,NA
"JUNG, JIN-KYU",NA,NA,NA,NA,NA
"BLACKSHER, ERIKA",399,11,8,11,6
"LIN, YVONNE",NA,NA,NA,NA,NA
"FOX, EMILY",2064,23,22,34,33
"AMRUTE, SAREETA",NA,NA,NA,NA,NA
"YUWEN, WEICHAO",36,3,3,1,1
"JARDINE, SUNNY",320,7,7,7,7
"CABERNARD, CLEMENS",1187,14,13,18,15
"SHANNON, SARAH",19311,34,24,43,36
"SUN, HUATONG",546,9,8,9,7
"SHEFFIELD, DANIEL",NA,NA,NA,NA,NA
"BLACKSHER, ERIKA",399,11,8,11,6
"DICHIARA, ANTHONY",409,11,11,11,11
"SHIN, DONNA",NA,NA,NA,NA,NA
"KOSACK, STEPHEN",NA,NA,NA,NA,NA
"BERRIDGE, CLARA",NA,NA,NA,NA,NA
"KUEH, HAO",NA,NA,NA,NA,NA
"BEAUDOIN, JUSTIN",NA,NA,NA,NA,NA
"WAY, THAISA",NA,NA,NA,NA,NA
"BRIDGES, ELIZABETH",NA,NA,NA,NA,NA
"HARCHAOUI, ZAID",3857,32,30,40,40
"CHEN, YEN-CHI",1111,11,11,11,11
"ALI, MOHAMED",1831,21,18,41,28
"SOHNG, SUE",NA,NA,NA,NA,NA
"NIRNIMESH KUMAR, UNKNOWN",NA,NA,NA,NA,NA
"FLEMING, BRANDON",NA,NA,NA,NA,NA
"LLOYD, WESLEY",505,11,10,12,11
"FLORES, RENE",188,7,7,5,5
"GAO, CHUNMING",NA,NA,NA,NA,NA
"RUDELL, JACQUES",1972,14,11,20,13
"BRUNJES, BENJAMIN",NA,NA,NA,NA,NA
"RAO, ANUP",1482,19,17,26,19
"MCCUNN, LINDSAY",NA,NA,NA,NA,NA
"YEUNG-RHEE, KA",NA,NA,NA,NA,NA
"LEVY, LATASHA",NA,NA,NA,NA,NA
"HALL, CRYSTAL",1387,7,7,7,7
"LEE, JIN",1007,17,15,24,21
"MCCORMICK, TYLER",777,13,13,18,16
"WEBER, NICHOLAS",NA,NA,NA,NA,NA
"CHOE, YOUNGJUN",259,8,7,8,6
"NAHMANI, MARC",459,8,8,8,8
"HARTMANN, WILLIAM",NA,NA,NA,NA,NA
